"Scenario_EpCon_ID_Resp","generated response","group"
"scenario 2_knowledge_356_5","call her friend",""
"scenario 2_knowledge_367_5","ask her friend if she has an extra gym pass",""
"scenario 2_knowledge_371_5","Go to the park and run instead",""
"scenario 2_knowledge_372_5","Call her friend and then go back to the office",""
"scenario 2_knowledge_373_5","Park there and hope no one notices her car.",""
"scenario 2_knowledge_377_5","Call the gym to ask for an extension",""
"scenario 2_knowledge_382_5","leave and go home",""
"scenario 2_knowledge_390_5","Wait for her friend and instead go to lunch",""
"scenario 2_knowledge_392_5","Pay for new membership with apple pay",""
"scenario 2_knowledge_397_5","sneak into the gym",""
"scenario 2_knowledge_400_5","She can wait for her friend to see if they can get her a one day pass.",""
"scenario 2_knowledge_402_5","Try to sneak in.",""
"scenario 2_knowledge_407_5","Reschedule the game for a later day and head back to work",""
"scenario 2_knowledge_419_5","find parking elsewhere",""
"scenario 2_ignorance_9_5","borrow someones phone",""
"scenario 2_ignorance_14_5","Walk to her home",""
"scenario 2_ignorance_23_5","See if they will take a picture of her ID",""
"scenario 2_ignorance_24_5","Once she lets her friend know just go to lunch ",""
"scenario 2_ignorance_30_5","try to get her friend's attention",""
"scenario 2_ignorance_32_5","Lie about her name so she can get into the gym",""
"scenario 2_ignorance_35_5","tlak to the gym and tell them the situation",""
"scenario 2_ignorance_40_5","do something else",""
"scenario 2_ignorance_45_5","explain the situation and ask for a one time favor from the gym",""
"scenario 2_ignorance_46_5","Go back to office.",""
"scenario 2_ignorance_51_5","Text friend and offer alternative things to do.",""
"scenario 2_ignorance_58_5","Break in other cars til she find a card that is active",""
"scenario 2_ignorance_64_5","she could see if her friend could get her in another a guest pass",""
"scenario 2_ignorance_66_5","She could just sit in her car and do nothing.",""
"scenario 2_ignorance_69_5","call the gym about her membership",""
"scenario 2_ignorance_77_5","raincheck with her friend",""
"scenario 2_ignorance_81_5","Renew the gym membership ",""
"scenario 2_ignorance_82_5","Write a note explaining the situation and ask her friend to meet at the gym's rear entrance or contact through alternative means.",""
"scenario 2_ignorance_86_5","leave and come back",""
"scenario 2_ignorance_89_5","ignore her friend and tell her she was too busy to come ",""
"scenario 2_ignorance_93_5","Call her friend and tell her about the situation",""
"scenario 2_ignorance_96_5","Go in and hope they don't notice it's expired",""
"scenario 2_ignorance_99_5","Call gym customer service to resume her membership.",""
"scenario 2_ignorance_102_5","she could ask her friend to do something else with her",""
"scenario 2_ignorance_105_5","Cancel.",""
"scenario 2_ignorance_110_5","Beg the gym to let her in for a day",""
"scenario 2_ignorance_112_5","Tell your friend you will do this another day.",""
"scenario 2_ignorance_117_5","try to sneak in despite the expired membership",""
"scenario 2_ignorance_119_5","just go back to work and be ready next time.",""
"scenario 2_ignorance_128_5","Cry",""
"scenario 2_ignorance_130_5","Call the gym to see if they'll let her do a day membership and pay later",""
"scenario 2_ignorance_131_5","Ghost her friend and just go back to work",""
"scenario 2_ignorance_136_5","be happy",""
"scenario 2_ignorance_140_5","she could re-up her membership at the front desk",""
"scenario 2_ignorance_144_5","tell her friend",""
"scenario 2_ignorance_146_5","Text her friend what happened and leave.",""
"scenario 2_ignorance_153_5"," Liz could go to the front desk of the gym and explain her predicament to the staff",""
"scenario 2_ignorance_155_5","Sweet-talk the receptionist into letting her in",""
"scenario 2_ignorance_159_5","just go home and drink",""
"scenario 2_ignorance_162_5","Wait for a group of other gym goers and walk in without showing membership",""
"scenario 2_ignorance_163_5","go elsewhere during lunch break",""
"scenario 2_ignorance_167_5","Park in front of the gym",""
"scenario 2_ignorance_176_5","use her phone to transfer funds for the membership",""
"scenario 2_ignorance_177_5","show her membership card",""
"scenario 2_ignorance_178_5","go home",""
"scenario 2_ignorance_179_5","Find the phone",""
"scenario 2_ignorance_182_5","Explain the situation to the gym and see if they will let her play anyway.",""
"scenario 2_ignorance_183_5","start the day over",""
"scenario 2_ignorance_190_5","Call the Gym and see if they allow temp passes for new members and then pretend to a new member.",""
"scenario 2_ignorance_200_5","Call her friend from the car and tell her that she's just going back to the office since not only did she forget her wallet and ID, but her membership expired, and it'll be too late to play once it's all taken care of.",""
"scenario 2_ignorance_203_5","Ask her friend if she has a guest pass",""
"scenario 2_ignorance_206_5","walk in the back door",""
"scenario 2_ignorance_209_5","She could look for the directions to the place on her phone, realize she is parked right behind it, and walk to the gym without her wallet. She could ask her friend to pay the membership renewal fee. She could promise to pay back her friend ASAP.",""
"scenario 2_ignorance_211_5","Just leave and go home. ",""
"scenario 2_ignorance_213_5","GO TO LUNCH",""
"scenario 2_ignorance_216_5","Liz could consider rescheduling her racquetball game with her friend to a different day when she can ensure her gym membership is active and she has all necessary items with her.",""
"scenario 2_ignorance_217_5","She goes back to office for her wallet & ID & returns to gym to play raquetball. ",""
"scenario 2_ignorance_222_5","try to find her friend at the gym",""
"scenario 2_ignorance_232_5","Leave and go eat lunch.",""
"scenario 2_ignorance_233_5","ask another someone in the parking lot to use their phone",""
"scenario 2_ignorance_236_5","Liz knows her friend's car, she could leave a note on the windshield explaining the situation and providing her contact information. This way, her friend can reach out to her when they see the note",""
"scenario 2_ignorance_238_5","drive to office and pick up the ID and wallet",""
"scenario 2_ignorance_239_5","Go back to office to retrieve wallet",""
"scenario 2_ignorance_241_5","Go back to the office and then call her friend",""
"scenario 2_ignorance_243_5","Liz can drive back to the office",""
"scenario 2_ignorance_244_5","Liz could send a text message to her friend and go back to the office.",""
"scenario 2_ignorance_245_5","Borrow Phone",""
"scenario 2_ignorance_246_5","walk to the gym and wait outside for her friend",""
"scenario 2_ignorance_249_5","Drive to the front and try and to re-register their membership without their ID and wallet",""
"scenario 2_ignorance_254_5","workout",""
"scenario 2_ignorance_257_5","go get the phone from her gym bag",""
"scenario 2_ignorance_259_5","ask her friend to pay for her membership",""
"scenario 2_ignorance_275_5","Meet her friend in the lobby",""
"scenario 2_ignorance_277_5","Go after work to renew her membership.",""
"scenario 2_ignorance_279_5","Ask Someone to Borrow Their Phone to Call Her Friend",""
"scenario 2_ignorance_291_5","She could give up and leave in frustration.",""
"scenario 2_ignorance_293_5","Seach GPS for the gym, tell the receptionist her situation to see if they can let her in for the day.",""
"scenario 2_ignorance_298_5","Go home and forget the whole thing",""
"scenario 2_ignorance_303_5","Sneakin gymfor free",""
"scenario 2_ignorance_307_5","She can just not go and find something else to do.",""
"scenario 2_ignorance_311_5","Make arrangements for another game.",""
"scenario 2_ignorance_315_5","Try to sneak in the gym.",""
"scenario 2_ignorance_318_5","She could enter for free without them knowing",""
"scenario 2_ignorance_330_5","she can reschedule with her friend",""
"scenario 2_ignorance_331_5","Reschedule the game",""
"scenario 2_ignorance_336_5","Look around for her friend's car in the parking lot.",""
"scenario 2_ignorance_347_5","Drive somewhere else",""
"scenario 2_ignorance_350_5","Go to the customer service counter and renew her membershio",""
"scenario 2_ignorance_351_5","ask the friend to pay for her for a day pass ",""
"scenario 2_ignorance_364_5","eat lunch instead",""
"scenario 2_ignorance_375_5","Cry and waste time thinking how bad things went",""
"scenario 2_ignorance_376_5","park in front of the gym",""
"scenario 2_ignorance_378_5","call her friend",""
"scenario 2_ignorance_379_5","Ask your friend to do something else for lunch.",""
"scenario 2_ignorance_384_5","wait for her friend to arrive",""
"scenario 2_ignorance_386_5","Liz could tell her friend what happened and apologize for not being able to play racquetball.",""
"scenario 2_ignorance_387_5","Ask if she can renew at the front desk without her ID",""
"scenario 2_ignorance_399_5","Skip the gym",""
"scenario 2_ignorance_408_5","Alert Jill of the situation and ask advice.",""
"scenario 2_ignorance_414_5","Leave note on car for friend.",""
"scenario 2_ignorance_420_5","Ask her friend if she would like to go to lunch instead",""
"scenario 3_knowledge_1_5","buy another more expensive ticket",""
"scenario 3_knowledge_2_5","Let her friends record for him to play later",""
"scenario 3_knowledge_5_5","Talk to an employee",""
"scenario 3_knowledge_12_5","Check for Friends with Extra Tickets",""
"scenario 3_knowledge_18_5","She could buy her friend another ticket",""
"scenario 3_knowledge_20_5","Record the concert w/cell while Ted retrieves his ticket so he won't miss anything",""
"scenario 3_knowledge_29_5"," friends",""
"scenario 3_knowledge_45_5","Leave Ted outside",""
"scenario 3_knowledge_47_5","go with ted to get ticket",""
"scenario 3_knowledge_54_5","Ask for help from the front desk",""
"scenario 3_knowledge_55_5","Darya could walk in first and then save her ticket for Ted so he can get in later.",""
"scenario 3_knowledge_57_5","Bring Ted in and hope no one asks for ticket",""
"scenario 3_knowledge_63_5","Go into concert like normal",""
"scenario 3_knowledge_69_5","have ted look online to see if he can use his ticket electronically",""
"scenario 3_knowledge_80_5","Have someone bring the ticket tot them",""
"scenario 3_knowledge_82_5","darya can try to get Ted another ticket",""
"scenario 3_knowledge_84_5","Go in with all the friends",""
"scenario 3_knowledge_90_5","bribe security",""
"scenario 3_knowledge_91_5","give him her ticket",""
"scenario 3_knowledge_98_5","Offer to buy another ticket for Ted.",""
"scenario 3_knowledge_104_5","Forget about the concert and go do something else",""
"scenario 3_knowledge_105_5","Ask to go in without one.",""
"scenario 3_knowledge_107_5","go in without Ted",""
"scenario 3_knowledge_108_5","Leave with Ted and miss the concert",""
"scenario 3_knowledge_112_5","All of Daryas friends don't go.",""
"scenario 3_knowledge_113_5","ask security to let him in",""
"scenario 3_knowledge_122_5","don't go in",""
"scenario 3_knowledge_125_5","Go through entrance doors",""
"scenario 3_knowledge_127_5","don't go to concert",""
"scenario 3_knowledge_130_5","Try to buy another ticket",""
"scenario 3_knowledge_135_5","skip the concert",""
"scenario 3_knowledge_138_5","ask family to bring ticket",""
"scenario 3_knowledge_140_5","do nothing, it's not her direct problem",""
"scenario 3_knowledge_142_5","wait for Ted to go in",""
"scenario 3_knowledge_143_5","Ask if he can get in without ticket",""
"scenario 3_knowledge_144_5","Buy another ticket.",""
"scenario 3_knowledge_148_5","Try to listen outside the doors to the concert",""
"scenario 3_knowledge_149_5","talk to concert runner",""
"scenario 3_knowledge_150_5","bribe the security guard",""
"scenario 3_knowledge_153_5","Darya could help him purchase a new ticket on the spot, allowing him to enter the concert without having to leave and return home.",""
"scenario 3_knowledge_159_5","do nothing and go home",""
"scenario 3_knowledge_160_5","Don't go at all in solidarity with Ted.",""
"scenario 3_knowledge_161_5","Tell him to sneak in",""
"scenario 3_knowledge_162_5","Stand outside with Ted and listen to the concert at the door",""
"scenario 3_knowledge_163_5","tell ted to get his ticket although he will most of the concert",""
"scenario 3_knowledge_164_5","Tell him to go back and she would wait",""
"scenario 3_knowledge_166_5","Give her ticket away",""
"scenario 3_knowledge_167_5","Sell the tickets",""
"scenario 3_knowledge_169_5","Attend the concert without Ted",""
"scenario 3_knowledge_171_5","Cry",""
"scenario 3_knowledge_175_5","Distract those responsible for the venue so Ted can enter sans a ticket.",""
"scenario 3_knowledge_180_5","go see the concert without her friend.",""
"scenario 3_knowledge_181_5","Ask her friends for one of their tickets.",""
"scenario 3_knowledge_194_5","She can decide not to go since Ted has no tix",""
"scenario 3_knowledge_195_5","Darya could give her ticket to Ted and not go to the concert herself.",""
"scenario 3_knowledge_197_5","Turn around and before they get to fat",""
"scenario 3_knowledge_199_5","Buy another ticket for Ted at the Venue",""
"scenario 3_knowledge_200_5","I would want Ted to see the concert with me and bring the tickets later to show proof of payment",""
"scenario 3_knowledge_201_5","Go home",""
"scenario 3_knowledge_202_5","Skip the concert and do something else",""
"scenario 3_knowledge_208_5","N/A",""
"scenario 3_knowledge_209_5","Darya could insist that Ted goes back to get his ticket and tell him where she is seated so he can find her.",""
"scenario 3_knowledge_210_5","Try and talk to security",""
"scenario 3_knowledge_211_5","Everybody go with Ted to get his ticket. ",""
"scenario 3_knowledge_213_5","SHE COULD ASK ALL THE FRIENDS TO PITCH IN AN BUY HIM ANOTHER TICKET IS AVAILABLE",""
"scenario 3_knowledge_222_5","go do something else entirely",""
"scenario 3_knowledge_224_5","say she won't go to the concert to sit it out with Ted",""
"scenario 3_knowledge_226_5","Explore options for enjoying the concert together",""
"scenario 3_knowledge_228_5","Look for Will Call Option",""
"scenario 3_knowledge_230_5","Offer to get the tickets ",""
"scenario 3_knowledge_241_5","Give Ted the ticket",""
"scenario 3_knowledge_254_5","buy from a scalper",""
"scenario 3_knowledge_261_5","Darya could stay outside the venue with Ted and listen to the concert from there",""
"scenario 3_knowledge_263_5","attempt to buy a ticket off someone",""
"scenario 3_knowledge_268_5","Consider watching the concert together",""
"scenario 3_knowledge_270_5","Ask the management for help",""
"scenario 3_knowledge_272_5","wait with Ted for a solution or proceed with the group",""
"scenario 3_knowledge_274_5","Miss out on the concert ",""
"scenario 3_knowledge_280_5","Reschedule",""
"scenario 3_knowledge_284_5","She could try selling her ticket and leaving",""
"scenario 3_knowledge_287_5","Not sure",""
"scenario 3_knowledge_288_5","Decide not to go to the show and do something else.",""
"scenario 3_knowledge_289_5","Darya could give her ticket to TED  AND SHE GOES HOME.",""
"scenario 3_knowledge_290_5","Not attend the concert",""
"scenario 3_knowledge_292_5","buy a ticket at the window",""
"scenario 3_knowledge_293_5","Give her ticket to Ted and miss the show.",""
"scenario 3_knowledge_296_5","sneak in anyway",""
"scenario 3_knowledge_301_5","Ask an employee passing by what they should do, or walk around to find one",""
"scenario 3_knowledge_302_5","Show his ID and see if they can check on the system",""
"scenario 3_knowledge_303_5","Could manipulate security team",""
"scenario 3_knowledge_312_5","Help Ted sneak in",""
"scenario 3_knowledge_315_5","Have Ted go home to get his ticket and just see the end of the concert.",""
"scenario 3_knowledge_317_5","Give up her ticket",""
"scenario 3_knowledge_320_5","accompany Ted for a faster route to get the ticket ",""
"scenario 3_knowledge_321_5","Try to sneak Ted in somehow",""
"scenario 3_knowledge_324_5","Start crying",""
"scenario 3_knowledge_332_5","give him her ticket",""
"scenario 3_knowledge_333_5","Wait for Ted outside the concert",""
"scenario 3_knowledge_336_5","Buy Ted another ticket.",""
"scenario 3_knowledge_340_5","Decide not to go to the concert.",""
"scenario 3_knowledge_343_5","go back to ted's house with him",""
"scenario 3_knowledge_347_5","take Ted back to his house hoping they'll catch at least part of the concert.",""
"scenario 3_knowledge_352_5","enjoy her evening",""
"scenario 3_knowledge_359_5","Go without Ted",""
"scenario 3_knowledge_362_5","Sneak in",""
"scenario 3_knowledge_363_5","say she is sorry to Ted",""
"scenario 3_knowledge_367_5","Return to the house with Ted and everyone goes to the concert together",""
"scenario 3_knowledge_368_5","she could ask someone at the venue for assistance",""
"scenario 3_knowledge_380_5","give ted the choice to buy his own ticket",""
"scenario 3_knowledge_387_5","Go get Ted's ticket",""
"scenario 3_knowledge_392_5","Enter through other doors",""
"scenario 3_knowledge_396_5","Go get the ticket.",""
"scenario 3_knowledge_410_5","Wait for Ted to get back and enter the concert together",""
"scenario 3_knowledge_412_5","steal someones ticket",""
"scenario 3_knowledge_416_5","Darya could leave with Ted so he doesn't have to go alone to get his ticket.",""
"scenario 3_knowledge_418_5","Go back home and get his ticket and return late",""
"scenario 3_knowledge_420_5","try to buy a new ticket for their freidn",""
"scenario 3_ignorance_4_5","Try to sneak in through a side door",""
"scenario 3_ignorance_9_5","Try to sell Darya ticket",""
"scenario 3_ignorance_11_5","try to sneak in",""
"scenario 3_ignorance_13_5","Call the venue to see if tickets are still available.",""
"scenario 3_ignorance_14_5","Sneak in but ask someone to find the tickets for you and ask for a picture to provide proof of purchase,. ",""
"scenario 3_ignorance_21_5","It would be illegal to enter otherwise.",""
"scenario 3_ignorance_22_5","try to go fast and entry",""
"scenario 3_ignorance_23_5","try and get a text picture of the ticket",""
"scenario 3_ignorance_26_5","Take the loss and go have pizza",""
"scenario 3_ignorance_28_5","She can do another activity with Ted instead of the concert",""
"scenario 3_ignorance_31_5","They can sneak inside.",""
"scenario 3_ignorance_33_5","Barter for entrance",""
"scenario 3_ignorance_38_5","Skip the show entirely as too much drama.",""
"scenario 3_ignorance_41_5","Look online to see what time the show started",""
"scenario 3_ignorance_42_5","sneak in ",""
"scenario 3_ignorance_49_5","Sit at the entrance and yell until someone comes.",""
"scenario 3_ignorance_50_5","Give her ticket to Ted.",""
"scenario 3_ignorance_51_5","Listen to the concert from outside (viable, done before).",""
"scenario 3_ignorance_52_5","try to work something out with the security",""
"scenario 3_ignorance_58_5","Buy a strangers ticket.",""
"scenario 3_ignorance_60_5","sneak everyone into the concert and have fun",""
"scenario 3_ignorance_70_5","Check if there's a possibility to purchase a new ticket at the venue.",""
"scenario 3_ignorance_71_5","Make a fake ticket",""
"scenario 3_ignorance_73_5","Ask someone for help",""
"scenario 3_ignorance_74_5","Guess",""
"scenario 3_ignorance_88_5","See if Ted can purchase another ticket at the box office",""
"scenario 3_ignorance_95_5","give the ticket away",""
"scenario 3_ignorance_97_5","ask one of the friends to give Ted their ticket",""
"scenario 3_ignorance_106_5","leave the venue and go home",""
"scenario 3_ignorance_109_5","Tell him to meet them when he gets back",""
"scenario 3_ignorance_110_5","Tell Ted to just try to enter anyway",""
"scenario 3_ignorance_114_5","sell her ticket to someone else",""
"scenario 3_ignorance_116_5","Go to the concert with out her friend.",""
"scenario 3_ignorance_117_5","Wait for Ted to retrieve his ticket",""
"scenario 3_ignorance_120_5","sneak him in",""
"scenario 3_ignorance_121_5","Ask security to let Ted in",""
"scenario 3_ignorance_123_5","Consider Options for Ted",""
"scenario 3_ignorance_133_5","Go back to Ted's house and see if there's time to make it back to the concert",""
"scenario 3_ignorance_136_5","enjoy the concert",""
"scenario 3_ignorance_147_5","Listen to the music from outside.",""
"scenario 3_ignorance_151_5","sulk because ted ruined the concert",""
"scenario 3_ignorance_152_5","offer to stay with Ted, don't go in",""
"scenario 3_ignorance_155_5","Bribe the door guard to let Ted in",""
"scenario 3_ignorance_156_5","Consider Digital Tickets or Confirmation",""
"scenario 3_ignorance_157_5","Not attend the concert. ",""
"scenario 3_ignorance_165_5","agree to not go to concert ",""
"scenario 3_ignorance_168_5","Go back with Ted to get his ticket, missing most of the concert.",""
"scenario 3_ignorance_174_5","Darya could tell Ted that if he can't see the concert then she won't either",""
"scenario 3_ignorance_185_5","Go to the concert by herself",""
"scenario 3_ignorance_196_5","give ted his ticket and go to teds house to grab his",""
"scenario 3_ignorance_203_5","Try to get a refund on their tickets",""
"scenario 3_ignorance_204_5","Hang out in the parking lot for awhile",""
"scenario 3_ignorance_212_5","They can try to explain the situation at the door and try to get Ted in with them",""
"scenario 3_ignorance_220_5","Skip the concert. ",""
"scenario 3_ignorance_235_5","Enjoying the Concert Without Ted",""
"scenario 3_ignorance_243_5","Darya can do anything",""
"scenario 3_ignorance_246_5","She could go out for drinks with Ted",""
"scenario 3_ignorance_247_5","Wait for Ted until he returns",""
"scenario 3_ignorance_248_5","Sneak in",""
"scenario 3_ignorance_249_5","Darya lend her ticket to Ted and misses the concert in their place",""
"scenario 3_ignorance_251_5","Try the entrance doors to see if they're locked",""
"scenario 3_ignorance_259_5","go inside without ted",""
"scenario 3_ignorance_260_5","See if there are tickets left for sale anyway",""
"scenario 3_ignorance_266_5","Ask for assistance from other concert-goers: Darya could ask other concert-goers or nearby attendees if they have any suggestions or if they've encountered a similar situation before, to gather more information or potential solutions.",""
"scenario 3_ignorance_273_5","Listen outside the venue",""
"scenario 3_ignorance_275_5","Attend the concert without Ted",""
"scenario 3_ignorance_276_5"," If all else fails, Darya could consider staying with Ted outside the concert venue to keep him company and support him, even if they miss most of the concert. ",""
"scenario 3_ignorance_278_5","call the event place",""
"scenario 3_ignorance_291_5","She could sit outside with her friend and listen to the show from the outside.",""
"scenario 3_ignorance_297_5","They could all try to scale the fences to get in.",""
"scenario 3_ignorance_305_5","They could all ditch the concert and go home.",""
"scenario 3_ignorance_314_5","Leave and go out to eat together ",""
"scenario 3_ignorance_316_5","Miss some of the concert until Ted returns",""
"scenario 3_ignorance_318_5","Darya could boycott the concert and go home.",""
"scenario 3_ignorance_327_5","give ted daryas ticket and darya can do something else",""
"scenario 3_ignorance_330_5","Darya could become angry at Ted",""
"scenario 3_ignorance_338_5","sit outside of the concert and listen",""
"scenario 3_ignorance_342_5","Get upset at Ted for ruining the night",""
"scenario 3_ignorance_344_5","Promise Ted a personal concert. ",""
"scenario 3_ignorance_346_5","Call someone at Ted's house and have them bring the ticket.",""
"scenario 3_ignorance_350_5","Call the venue for help",""
"scenario 3_ignorance_376_5","yell at Ted for not double checking to make sure they had their ticket",""
"scenario 3_ignorance_378_5","stay outside on the venue",""
"scenario 3_ignorance_386_5","Darya could suggest someone bring his ticket to him and she will wait with him.",""
"scenario 3_ignorance_393_5","Leave",""
"scenario 3_ignorance_394_5","Speak to Concert Attendees",""
"scenario 3_ignorance_397_5","turn around a go home, missing the concert",""
"scenario 3_ignorance_400_5","Try to get in the doors without Ted",""
"scenario 3_ignorance_408_5","Both Darya and Ted go back to the house to get his ticket and rush to get back.",""
"scenario 4_knowledge_3_5","Ride out the storm and hope the current pushes the boat towards land.",""
"scenario 4_knowledge_4_5","Try to radio for emergency help",""
"scenario 4_knowledge_6_5","He could swim away himself",""
"scenario 4_knowledge_13_5","Contact the rescue boat to see if they can move faster.",""
"scenario 4_knowledge_15_5","explain things to the passengers for rationing and keep them updated",""
"scenario 4_knowledge_16_5","wait it out",""
"scenario 4_knowledge_21_5","should keep people calm",""
"scenario 4_knowledge_30_5","ask for other ideas",""
"scenario 4_knowledge_35_5","not do anything and see how it goes",""
"scenario 4_knowledge_54_5","Hoard food",""
"scenario 4_knowledge_55_5","Ahmed should make sure that emergency equipment are working and accessible.",""
"scenario 4_knowledge_56_5","can't think of more",""
"scenario 4_knowledge_72_5","Start fishing",""
"scenario 4_knowledge_76_5","ASK GUESTS TO REMAIN IN THEIR CABINS",""
"scenario 4_knowledge_80_5","Make the passengers ration food",""
"scenario 4_knowledge_83_5","Tell people to remain calm.",""
"scenario 4_knowledge_85_5","attempt to get someone to fix engine",""
"scenario 4_knowledge_87_5","Ahmed could quit sailing as soon as he gets home",""
"scenario 4_knowledge_88_5","foster a sense of community effort and sacrifice",""
"scenario 4_knowledge_89_5","dont let people conspire against him ",""
"scenario 4_knowledge_95_5","share the food ",""
"scenario 4_knowledge_97_5","eat as normal until the food runs out",""
"scenario 4_knowledge_98_5","Keep everyone in good spirits ",""
"scenario 4_knowledge_102_5","Provide updates on the situation frequently",""
"scenario 4_knowledge_108_5","explain the situation to the passengers and ask for ideas",""
"scenario 4_knowledge_110_5","Get everyone prepared for what to do when the boat arrives",""
"scenario 4_knowledge_116_5","Keep everyone calm and informed ",""
"scenario 4_knowledge_117_5","draw lots to select a crewmember to eat",""
"scenario 4_knowledge_123_5","Help conserve food and water.",""
"scenario 4_knowledge_140_5","he could kill someone and cook them so everyone can eat.",""
"scenario 4_knowledge_142_5","get on a life boat and paddle away",""
"scenario 4_knowledge_143_5","Keep in touch with rescue boat.",""
"scenario 4_knowledge_144_5","hope",""
"scenario 4_knowledge_146_5","He could jump overboard and attempt to swim to shore.",""
"scenario 4_knowledge_149_5","try to stay calm",""
"scenario 4_knowledge_172_5","engine",""
"scenario 4_knowledge_173_5","Do not put fear and panic in them",""
"scenario 4_knowledge_174_5","He could limit the ""all you can eat"" buffets to help ensure that the food supply will last until the rescue boat arrives",""
"scenario 4_knowledge_179_5","Tell everyone get in a life boat",""
"scenario 4_knowledge_180_5","sing!",""
"scenario 4_knowledge_181_5","Tell them that help is on the way.",""
"scenario 4_knowledge_184_5","try fishing out in the water",""
"scenario 4_knowledge_195_5","Ahmed could radio someone who has more experience and ask them what they would do.",""
"scenario 4_knowledge_197_5","Help each other ",""
"scenario 4_knowledge_199_5","Make sure everyone remains calm",""
"scenario 4_knowledge_204_5","Instruct crew to act calmly to help keep passengers calm",""
"scenario 4_knowledge_206_5","let passengers vote on how to ration food",""
"scenario 4_knowledge_211_5","Don't say anything to the passengers. ",""
"scenario 4_knowledge_215_5","Try to fix the engine",""
"scenario 4_knowledge_220_5","Keep food for himself",""
"scenario 4_knowledge_221_5","Eat one meal.",""
"scenario 4_knowledge_227_5","Go without for 2 days.",""
"scenario 4_knowledge_238_5","see if there is a closer boat that can help",""
"scenario 4_knowledge_242_5","keep everyone calm",""
"scenario 4_knowledge_247_5","His instruct the crew to assist the passenger with whatever they may need that is still available.",""
"scenario 4_knowledge_252_5","Implement safety measures",""
"scenario 4_knowledge_254_5","relax",""
"scenario 4_knowledge_255_5","Start emergency drills to prepare for any emergencies.",""
"scenario 4_knowledge_268_5","Assess the situation and communicate with passengers and crew",""
"scenario 4_knowledge_275_5","Ensure as much comfort as possible",""
"scenario 4_knowledge_276_5"," Ahmed could ration the remaining food supplies to ensure that everyone has enough to sustain them until the rescue boat arrives.",""
"scenario 4_knowledge_277_5","Catch fish to feed the passengers.",""
"scenario 4_knowledge_282_5","use a paddle",""
"scenario 4_knowledge_287_5","not sure",""
"scenario 4_knowledge_290_5","Try to keep everyone safe on thee ship",""
"scenario 4_knowledge_292_5","Call for extra supplies to get them through",""
"scenario 4_knowledge_294_5","inform the authorities by radio",""
"scenario 4_knowledge_299_5","Ensure that all passengers and crew are following safety protocols, such as staying indoors during the storm to avoid injuries.",""
"scenario 4_knowledge_302_5","Organize and delegate teams to maintain order.",""
"scenario 4_knowledge_304_5","Panic ",""
"scenario 4_knowledge_306_5","continue working with rescue crews to attempt to secure additional supplies perhaps by helicopter",""
"scenario 4_knowledge_307_5","Eat plants.",""
"scenario 4_knowledge_308_5","fish",""
"scenario 4_knowledge_312_5","Ask everyone not to waste what food they do have, and to share",""
"scenario 4_knowledge_314_5","Tell rescue boat to bring food and water with them ",""
"scenario 4_knowledge_315_5","He can ask for volunteers for people to who be willing to go without eating so others can have more.",""
"scenario 4_knowledge_321_5","Ask everyone to remain calm and patient",""
"scenario 4_knowledge_324_5","Jump off the boat",""
"scenario 4_knowledge_327_5","Do what he can to get the problem fixed sooner",""
"scenario 4_knowledge_328_5","Make sure everyone knows emergency procedures",""
"scenario 4_knowledge_338_5","Put together all food from kitchen for crew and passengers",""
"scenario 4_knowledge_344_5","Entertain the people onboard to keep the distracted. ",""
"scenario 4_knowledge_360_5","ASk chefs to make foods that can be stretched",""
"scenario 4_knowledge_363_5","keep trying to get the engine to work",""
"scenario 4_knowledge_366_5","Just send multiple signal for them to send a plane",""
"scenario 4_knowledge_374_5","Coordinate with Rescue Authorities",""
"scenario 4_knowledge_386_5","If any fishing poles are on the ship, Ahmed and passengers need to use them.",""
"scenario 4_knowledge_390_5","ration food",""
"scenario 4_knowledge_393_5","Try to contact closer vessels for rescue",""
"scenario 4_knowledge_400_5","He can inform everyone of the situation and tell them to carry on as normal.",""
"scenario 4_knowledge_402_5","Hoard food for himself and tell everyone that the food is gone.",""
"scenario 4_knowledge_403_5","get everyone together and control the situation so no one panics",""
"scenario 4_knowledge_405_5","feed only the kids",""
"scenario 4_knowledge_408_5","Fish.",""
"scenario 4_knowledge_418_5","Instruct the crew to ration food, tell the passengers the situation and give frequent updates on the location of the rescue boat. ",""
"scenario 4_knowledge_420_5","Wait it out and hide in his cabin ",""
"scenario 4_ignorance_8_5","Conserve Resources",""
"scenario 4_ignorance_19_5","Communicate Openly with Passengers and Crew",""
"scenario 4_ignorance_20_5","Find something for everyone to do",""
"scenario 4_ignorance_24_5","See if there is a way to catch some fish",""
"scenario 4_ignorance_26_5","Act like nothing is happening and never tell the passengers",""
"scenario 4_ignorance_31_5","Ahmed could abandon ship.",""
"scenario 4_ignorance_33_5","Try to flag assistance down",""
"scenario 4_ignorance_36_5","dock at the nearest island",""
"scenario 4_ignorance_37_5","instruct all to be mindful and watch for boats passing by",""
"scenario 4_ignorance_38_5","Ahmed could attempt to repair the ship.",""
"scenario 4_ignorance_39_5","prepare safety boats",""
"scenario 4_ignorance_40_5","ask crew for help ",""
"scenario 4_ignorance_41_5","Cry",""
"scenario 4_ignorance_46_5","Distract the crew.",""
"scenario 4_ignorance_49_5","Try and repair the plane.",""
"scenario 4_ignorance_57_5","weather out the storm",""
